gameid,league,year,date,game,playoffs,side,team,gamelength,result,teamkills,teamdeaths,totalgold,enemy_gold,enemy_team
ESPORTSTMNT01/1421812,LCS,2020,7/18/2020 1:47,1,0,Red,Evil Geniuses,1920,0,8,17,47804,62831,Team Liquid
6428-8414,LDL,2020,7/18/2020 5:12,1,0,Blue,Shu Dai Xiong Gaming,2534,0,27,30,73645,82532,EDG Youth Team
6428-8414,LDL,2020,7/18/2020 5:12,1,0,Red,EDG Youth Team,2534,1,30,27,82532,73645,Shu Dai Xiong Gaming
ESPORTSTMNT03/1415661,LCK,2020,7/18/2020 5:44,1,0,Blue,KT Rolster,2152,1,13,2,66919,56667,SANDBOX Gaming
ESPORTSTMNT03/1415661,LCK,2020,7/18/2020 5:44,1,0,Red,SANDBOX Gaming,2152,0,2,13,56667,66919,KT Rolster
ESPORTSTMNT01/1431769,OPL,2020,7/18/2020 5:48,1,0,Blue,Chiefs Esports Club,1705,0,11,17,45416,57234,Legacy Esports
ESPORTSTMNT01/1431769,OPL,2020,7/18/2020 5:48,1,0,Red,Legacy Esports,1705,1,17,11,57234,45416,Chiefs Esports Club
6428-8415,LDL,2020,7/18/2020 6:17,2,0,Blue,EDG Youth Team,2250,1,20,12,68932,61326,Shu Dai Xiong Gaming
6428-8415,LDL,2020,7/18/2020 6:17,2,0,Red,Shu Dai Xiong Gaming,2250,0,12,20,61326,68932,EDG Youth Team
ESPORTSTMNT01/1431783,OPL,2020,7/18/2020 6:41,1,0,Blue,Dire Wolves,2339,0,21,23,63824,72075,ORDER
ESPORTSTMNT01/1431783,OPL,2020,7/18/2020 6:41,1,0,Red,ORDER,2339,1,23,21,72075,63824,Dire Wolves
6430-8419,LDL,2020,7/18/2020 7:10,1,0,Blue,JingNetGame,1832,0,4,21,48185,61529,All Combo
6430-8419,LDL,2020,7/18/2020 7:10,1,0,Red,All Combo,1832,1,21,4,61529,48185,JingNetGame
6429-8416,LDL,2020,7/18/2020 7:34,1,0,Blue,Rogue Warriors Shark,2269,0,13,19,62573,70371,Royal Club
6429-8416,LDL,2020,7/18/2020 7:34,1,0,Red,Royal Club,2269,1,19,13,70371,62573,Rogue Warriors Shark
ESPORTSTMNT01/1431796,OPL,2020,7/18/2020 7:42,1,0,Blue,Pentanet.GG,1984,1,17,5,61470,52477,Avant Gaming
ESPORTSTMNT01/1431796,OPL,2020,7/18/2020 7:42,1,0,Red,Avant Gaming,1984,0,5,17,52477,61470,Pentanet.GG
6430-8420,LDL,2020,7/18/2020 8:02,2,0,Blue,All Combo,1982,0,4,16,50347,58258,JingNetGame
6430-8420,LDL,2020,7/18/2020 8:02,2,0,Red,JingNetGame,1982,1,16,4,58258,50347,All Combo
ESPORTSTMNT01/1421861,PCS,2020,7/18/2020 8:33,1,0,Blue,J Team,1713,1,22,5,57902,41180,Hong Kong Attitude
ESPORTSTMNT01/1421861,PCS,2020,7/18/2020 8:33,1,0,Red,Hong Kong Attitude,1713,0,5,22,41180,57902,J Team
6429-8417,LDL,2020,7/18/2020 8:35,2,0,Blue,Royal Club,1386,1,25,8,51463,36688,Rogue Warriors Shark
6429-8417,LDL,2020,7/18/2020 8:35,2,0,Red,Rogue Warriors Shark,1386,0,8,25,36688,51463,Royal Club
ESPORTSTMNT01/1431811,OPL,2020,7/18/2020 8:38,1,0,Blue,Gravitas,2090,0,14,18,57289,64981,MAMMOTH
ESPORTSTMNT01/1431811,OPL,2020,7/18/2020 8:38,1,0,Red,MAMMOTH,2090,1,18,14,64981,57289,Gravitas
ESPORTSTMNT03/1415688,LCK,2020,7/18/2020 8:47,2,0,Blue,SANDBOX Gaming,2157,0,5,16,56863,68901,KT Rolster
ESPORTSTMNT03/1415688,LCK,2020,7/18/2020 8:47,2,0,Red,KT Rolster,2157,1,16,5,68901,56863,SANDBOX Gaming
6430-8421,LDL,2020,7/18/2020 8:56,3,0,Blue,JingNetGame,1681,1,14,8,54086,46333,All Combo
6430-8421,LDL,2020,7/18/2020 8:56,3,0,Red,All Combo,1681,0,8,14,46333,54086,JingNetGame
6612-8418,LPL,2020,7/18/2020 9:16,1,0,Blue,Bilibili Gaming,1719,1,12,6,55013,44182,Dominus Esports
6612-8418,LPL,2020,7/18/2020 9:16,1,0,Red,Dominus Esports,1719,0,6,12,44182,55013,Bilibili Gaming
6431-8424,LDL,2020,7/18/2020 9:35,1,0,Blue,LNG Academy,1847,0,6,14,49949,59706,Joy Dream
6431-8424,LDL,2020,7/18/2020 9:35,1,0,Red,Joy Dream,1847,1,14,6,59706,49949,LNG Academy
ESPORTSTMNT03/1405938,VCS,2020,7/18/2020 9:41,1,0,Blue,OverPower Esports,1759,1,19,16,55290,51083,Percent Esports
ESPORTSTMNT03/1405938,VCS,2020,7/18/2020 9:41,1,0,Red,Percent Esports,1759,0,16,19,51083,55290,OverPower Esports
ESPORTSTMNT01/1421877,PCS,2020,7/18/2020 9:50,1,0,Blue,Machi Esports,2038,1,13,10,63787,53556,PSG Talon
ESPORTSTMNT01/1421877,PCS,2020,7/18/2020 9:50,1,0,Red,PSG Talon,2038,0,10,13,53556,63787,Machi Esports
ESPORTSTMNT03/1415705,LCK,2020,7/18/2020 9:54,1,0,Blue,T1,2159,0,8,16,57300,66934,Gen.G
ESPORTSTMNT03/1415705,LCK,2020,7/18/2020 9:54,1,0,Red,Gen.G,2159,1,16,8,66934,57300,T1
6612-8422,LPL,2020,7/18/2020 10:03,2,0,Blue,Dominus Esports,2681,0,6,9,77135,75059,Bilibili Gaming
6612-8422,LPL,2020,7/18/2020 10:03,2,0,Red,Bilibili Gaming,2681,1,9,6,75059,77135,Dominus Esports
6432-8428,LDL,2020,7/18/2020 10:04,1,0,Blue,Oh My Dream,2245,1,21,10,70136,60428,Suning-S
6432-8428,LDL,2020,7/18/2020 10:04,1,0,Red,Suning-S,2245,0,10,21,60428,70136,Oh My Dream
ESPORTSTMNT04/1250198,TCL,2020,7/18/2020 10:25,1,0,Blue,Royal Youth,1828,0,5,18,46915,61334,Dark Passage
ESPORTSTMNT04/1250198,TCL,2020,7/18/2020 10:25,1,0,Red,Dark Passage,1828,1,18,5,61334,46915,Royal Youth
6431-8425,LDL,2020,7/18/2020 10:28,2,0,Blue,LNG Academy,1938,0,9,22,52010,62262,Joy Dream
6431-8425,LDL,2020,7/18/2020 10:28,2,0,Red,Joy Dream,1938,1,22,9,62262,52010,LNG Academy
ESPORTSTMNT03/1405964,VCS,2020,7/18/2020 10:44,2,0,Blue,Percent Esports,1689,1,24,14,56401,47749,OverPower Esports
ESPORTSTMNT03/1405964,VCS,2020,7/18/2020 10:44,2,0,Red,OverPower Esports,1689,0,14,24,47749,56401,Percent Esports
ESPORTSTMNT01/1421907,PCS,2020,7/18/2020 11:00,1,0,Blue,Liyab Esports,2332,0,16,27,64198,74328,Alpha Esports
ESPORTSTMNT01/1421907,PCS,2020,7/18/2020 11:00,1,0,Red,Alpha Esports,2332,1,27,16,74328,64198,Liyab Esports
6432-8429,LDL,2020,7/18/2020 11:03,2,0,Blue,Suning-S,1740,1,12,10,53200,48542,Oh My Dream
6432-8429,LDL,2020,7/18/2020 11:03,2,0,Red,Oh My Dream,1740,0,10,13,48542,53200,Suning-S
6613-8423,LPL,2020,7/18/2020 11:21,1,0,Blue,Invictus Gaming,2284,1,19,22,70129,66161,Royal Never Give Up
6613-8423,LPL,2020,7/18/2020 11:21,1,0,Red,Royal Never Give Up,2284,0,22,19,66161,70129,Invictus Gaming
ESPORTSTMNT04/1250201,TCL,2020,7/18/2020 11:29,1,0,Blue,SuperMassive Esports,2148,0,12,16,57555,63286,5 Ronin
ESPORTSTMNT04/1250201,TCL,2020,7/18/2020 11:29,1,0,Red,5 Ronin,2148,1,16,13,63286,57555,SuperMassive Esports
ESPORTSTMNT03/1405967,VCS,2020,7/18/2020 11:30,3,0,Blue,OverPower Esports,1503,0,2,13,38731,47616,Percent Esports
ESPORTSTMNT03/1405967,VCS,2020,7/18/2020 11:30,3,0,Red,Percent Esports,1503,1,13,2,47616,38731,OverPower Esports
ESPORTSTMNT03/1415723,LCK,2020,7/18/2020 11:45,2,0,Blue,Gen.G,1838,1,15,10,57689,49693,T1
ESPORTSTMNT03/1415723,LCK,2020,7/18/2020 11:45,2,0,Red,T1,1838,0,10,15,49693,57689,Gen.G
6432-8430,LDL,2020,7/18/2020 11:53,3,0,Blue,Oh My Dream,2293,0,11,30,62252,73834,Suning-S
6432-8430,LDL,2020,7/18/2020 11:53,3,0,Red,Suning-S,2293,1,30,11,73834,62252,Oh My Dream
ESPORTSTMNT01/1421939,PCS,2020,7/18/2020 12:14,1,0,Blue,ahq eSports Club,2159,1,19,8,65582,57272,Nova Esports
ESPORTSTMNT01/1421939,PCS,2020,7/18/2020 12:14,1,0,Red,Nova Esports,2159,0,8,19,57272,65582,ahq eSports Club
6613-8426,LPL,2020,7/18/2020 12:18,2,0,Blue,Royal Never Give Up,1603,1,21,11,56151,44646,Invictus Gaming
6613-8426,LPL,2020,7/18/2020 12:18,2,0,Red,Invictus Gaming,1603,0,11,22,44646,56151,Royal Never Give Up
ESPORTSTMNT03/1405970,VCS,2020,7/18/2020 12:19,1,0,Blue,EVOS Esports,2218,1,29,22,71098,67072,Saigon Buffalo
ESPORTSTMNT03/1405970,VCS,2020,7/18/2020 12:19,1,0,Red,Saigon Buffalo,2218,0,22,29,67072,71098,EVOS Esports
ESPORTSTMNT04/1250217,TCL,2020,7/18/2020 12:42,1,0,Blue,Galakticos,1952,0,2,17,50649,60788,İstanbul Wildcats
ESPORTSTMNT04/1250217,TCL,2020,7/18/2020 12:42,1,0,Red,İstanbul Wildcats,1952,1,17,2,60788,50649,Galakticos
6613-8427,LPL,2020,7/18/2020 13:03,3,0,Blue,Invictus Gaming,1601,1,25,13,54511,43438,Royal Never Give Up
6613-8427,LPL,2020,7/18/2020 13:03,3,0,Red,Royal Never Give Up,1601,0,13,25,43438,54511,Invictus Gaming
ESPORTSTMNT01/1421986,PCS,2020,7/18/2020 13:23,1,0,Blue,PSG Talon,2067,0,13,21,59123,63041,Liyab Esports
ESPORTSTMNT01/1421986,PCS,2020,7/18/2020 13:23,1,0,Red,Liyab Esports,2067,1,21,13,63041,59123,PSG Talon
ESPORTSTMNT03/1405985,VCS,2020,7/18/2020 13:36,2,0,Blue,Saigon Buffalo,1809,0,11,30,50175,65190,EVOS Esports
ESPORTSTMNT03/1405985,VCS,2020,7/18/2020 13:36,2,0,Red,EVOS Esports,1809,1,30,11,65190,50175,Saigon Buffalo
ESPORTSTMNT04/1250222,TCL,2020,7/18/2020 13:41,1,0,Blue,Galatasaray Esports,1446,1,17,9,48254,39165,Team AURORA
ESPORTSTMNT04/1250222,TCL,2020,7/18/2020 13:41,1,0,Red,Team AURORA,1446,0,9,17,39165,48254,Galatasaray Esports
ESPORTSTMNT04/1250224,LEC,2020,7/18/2020 14:09,1,0,Blue,SK Gaming,2720,1,20,4,86041,71736,FC Schalke 04 Esports
ESPORTSTMNT04/1250224,LEC,2020,7/18/2020 14:09,1,0,Red,FC Schalke 04 Esports,2720,0,4,20,71736,86041,SK Gaming
ESPORTSTMNT01/1422018,PCS,2020,7/18/2020 14:25,1,0,Blue,Berjaya Dragons,1916,1,18,3,64133,50318,Resurgence
ESPORTSTMNT01/1422018,PCS,2020,7/18/2020 14:25,1,0,Red,Resurgence,1916,0,3,18,50318,64133,Berjaya Dragons
ESPORTSTMNT04/1250225,TCL,2020,7/18/2020 14:33,1,0,Blue,Beşiktaş Esports,1840,1,15,6,58425,48697,1907 Fenerbahçe Esports
ESPORTSTMNT04/1250225,TCL,2020,7/18/2020 14:33,1,0,Red,1907 Fenerbahçe Esports,1840,0,6,15,48697,58425,Beşiktaş Esports
ESPORTSTMNT04/1250226,LEC,2020,7/18/2020 15:13,1,0,Blue,Excel Esports,2041,0,4,9,54866,58459,Rogue
ESPORTSTMNT04/1250226,LEC,2020,7/18/2020 15:13,1,0,Red,Rogue,2041,1,9,4,58459,54866,Excel Esports
ESPORTSTMNT01/1432034,CBLOL,2020,7/18/2020 15:23,1,0,Blue,FURIA Esports,1652,0,3,21,40496,55750,paiN Gaming
ESPORTSTMNT01/1432034,CBLOL,2020,7/18/2020 15:23,1,0,Red,paiN Gaming,1652,1,21,3,55750,40496,FURIA Esports
ESPORTSTMNT04/1250229,LEC,2020,7/18/2020 16:09,1,0,Blue,Origen,2405,1,17,5,78500,63849,Misfits Gaming
ESPORTSTMNT04/1250229,LEC,2020,7/18/2020 16:09,1,0,Red,Misfits Gaming,2405,0,5,17,63849,78500,Origen
ESPORTSTMNT01/1432055,CBLOL,2020,7/18/2020 16:54,1,0,Blue,INTZ,1892,0,13,14,52589,54915,Vivo Keyd
ESPORTSTMNT01/1432055,CBLOL,2020,7/18/2020 16:54,1,0,Red,Vivo Keyd,1892,1,14,13,54915,52589,INTZ
ESPORTSTMNT04/1250234,LEC,2020,7/18/2020 17:19,1,0,Blue,Team Vitality,2005,0,17,25,60271,66773,Fnatic
ESPORTSTMNT04/1250234,LEC,2020,7/18/2020 17:19,1,0,Red,Fnatic,2005,1,25,17,66773,60271,Team Vitality
ESPORTSTMNT01/1432078,CBLOL,2020,7/18/2020 17:58,1,0,Blue,Santos e-Sports,2305,0,11,20,60714,70150,Prodigy Esports
ESPORTSTMNT01/1432078,CBLOL,2020,7/18/2020 17:58,1,0,Red,Prodigy Esports,2305,1,20,11,70150,60714,Santos e-Sports
ESPORTSTMNT04/1250235,LEC,2020,7/18/2020 18:21,1,0,Blue,MAD Lions,1803,1,16,7,57636,48389,G2 Esports
ESPORTSTMNT04/1250235,LEC,2020,7/18/2020 18:21,1,0,Red,G2 Esports,1803,0,7,16,48389,57636,MAD Lions
ESPORTSTMNT01/1422130,LLA,2020,7/18/2020 19:01,1,0,Blue,Rainbow7,1730,0,4,13,46156,53410,All Knights
ESPORTSTMNT01/1422130,LLA,2020,7/18/2020 19:01,1,0,Red,All Knights,1730,1,13,4,53410,46156,Rainbow7
ESPORTSTMNT01/1432108,CBLOL,2020,7/18/2020 19:08,1,0,Blue,Flamengo Esports,3097,1,17,24,87998,89311,KaBuM! e-Sports
ESPORTSTMNT01/1432108,CBLOL,2020,7/18/2020 19:08,1,0,Red,KaBuM! e-Sports,3097,0,24,17,89311,87998,Flamengo Esports
ESPORTSTMNT01/1432114,LCS,2020,7/18/2020 19:25,1,0,Blue,Counter Logic Gaming,2202,0,9,14,59235,63240,Dignitas
ESPORTSTMNT01/1432114,LCS,2020,7/18/2020 19:25,1,0,Red,Dignitas,2202,1,14,9,63240,59235,Counter Logic Gaming
ESPORTSTMNT01/1422156,LLA,2020,7/18/2020 20:16,1,0,Blue,Azules Esports,1490,1,16,3,48265,37571,XTEN Esports
ESPORTSTMNT01/1422156,LLA,2020,7/18/2020 20:16,1,0,Red,XTEN Esports,1490,0,3,16,37571,48265,Azules Esports
ESPORTSTMNT01/1432144,LCS,2020,7/18/2020 20:41,1,0,Blue,Evil Geniuses,1947,1,17,11,60585,53757,Cloud9
ESPORTSTMNT01/1432144,LCS,2020,7/18/2020 20:41,1,0,Red,Cloud9,1947,0,11,17,53757,60585,Evil Geniuses
ESPORTSTMNT01/1422169,LLA,2020,7/18/2020 21:13,1,0,Blue,Pixel Esports Club,1623,0,0,19,39665,54043,Isurus
ESPORTSTMNT01/1422169,LLA,2020,7/18/2020 21:13,1,0,Red,Isurus,1623,1,19,0,54043,39665,Pixel Esports Club
ESPORTSTMNT01/1432166,LCS,2020,7/18/2020 21:40,1,0,Blue,FlyQuest,1962,1,8,4,60661,48454,TSM
ESPORTSTMNT01/1432166,LCS,2020,7/18/2020 21:40,1,0,Red,TSM,1962,0,4,8,48454,60661,FlyQuest
ESPORTSTMNT01/1422178,LLA,2020,7/18/2020 21:54,1,0,Blue,Furious Gaming,2804,1,9,4,78914,77427,Infinity Esports
ESPORTSTMNT01/1422178,LLA,2020,7/18/2020 21:54,1,0,Red,Infinity Esports,2804,0,4,9,77427,78914,Furious Gaming
ESPORTSTMNT01/1432182,LCS,2020,7/18/2020 22:41,1,0,Blue,Golden Guardians,2305,1,14,12,70909,62952,Immortals
ESPORTSTMNT01/1432182,LCS,2020,7/18/2020 22:41,1,0,Red,Immortals,2305,0,12,14,62952,70909,Golden Guardians
6433-8431,LDL,2020,7/19/2020 5:28,1,0,Blue,Dominus Esports Young,1587,0,5,13,42262,51898,Top Esports Challenger
6433-8431,LDL,2020,7/19/2020 5:28,1,0,Red,Top Esports Challenger,1587,1,13,5,51898,42262,Dominus Esports Young
6433-8432,LDL,2020,7/19/2020 6:19,2,0,Blue,Top Esports Challenger,2147,1,13,10,62053,61637,Dominus Esports Young
6433-8432,LDL,2020,7/19/2020 6:19,2,0,Red,Dominus Esports Young,2147,0,10,13,61637,62053,Top Esports Challenger
6435-8433,LDL,2020,7/19/2020 7:19,1,0,Blue,Invictus Gaming Young,2080,1,18,3,65565,52041,LinGan e-Sports
6435-8433,LDL,2020,7/19/2020 7:19,1,0,Red,LinGan e-Sports,2080,0,3,18,52041,65565,Invictus Gaming Young
6434-8436,LDL,2020,7/19/2020 7:35,1,0,Blue,eStar Young,1623,1,21,5,59207,41207,Bilibili Gaming Junior
6434-8436,LDL,2020,7/19/2020 7:35,1,0,Red,Bilibili Gaming Junior,1623,0,5,21,41207,59207,eStar Young
ESPORTSTMNT03/1415775,LCK,2020,7/19/2020 7:37,1,0,Blue,SeolHaeOne Prince,2170,1,13,4,65759,59477,Hanwha Life Esports
ESPORTSTMNT03/1415775,LCK,2020,7/19/2020 7:37,1,0,Red,Hanwha Life Esports,2170,0,4,13,59477,65759,SeolHaeOne Prince
6435-8434,LDL,2020,7/19/2020 8:16,2,0,Blue,Invictus Gaming Young,1565,1,30,12,55928,40324,LinGan e-Sports
6435-8434,LDL,2020,7/19/2020 8:16,2,0,Red,LinGan e-Sports,1565,0,12,30,40324,55928,Invictus Gaming Young
6434-8437,LDL,2020,7/19/2020 8:24,2,0,Blue,Bilibili Gaming Junior,1759,1,22,8,56335,48606,eStar Young
6434-8437,LDL,2020,7/19/2020 8:24,2,0,Red,eStar Young,1759,0,8,22,48606,56335,Bilibili Gaming Junior
ESPORTSTMNT01/1422219,PCS,2020,7/19/2020 8:43,1,0,Blue,Alpha Esports,2061,0,8,19,53148,62032,PSG Talon
ESPORTSTMNT01/1422219,PCS,2020,7/19/2020 8:43,1,0,Red,PSG Talon,2061,1,19,8,62032,53148,Alpha Esports
ESPORTSTMNT03/1415780,LCK,2020,7/19/2020 8:48,2,0,Blue,Hanwha Life Esports,1757,1,16,3,56503,45766,SeolHaeOne Prince
ESPORTSTMNT03/1415780,LCK,2020,7/19/2020 8:48,2,0,Red,SeolHaeOne Prince,1757,0,3,16,45766,56503,Hanwha Life Esports
6434-8438,LDL,2020,7/19/2020 9:17,3,0,Blue,eStar Young,1865,0,16,27,54986,59430,Bilibili Gaming Junior
6434-8438,LDL,2020,7/19/2020 9:17,3,0,Red,Bilibili Gaming Junior,1865,1,27,16,59430,54986,eStar Young
6614-8435,LPL,2020,7/19/2020 9:21,1,0,Blue,Vici Gaming,1539,0,3,21,40281,54921,Top Esports
6614-8435,LPL,2020,7/19/2020 9:21,1,0,Red,Top Esports,1539,1,21,3,54921,40281,Vici Gaming
6437-8439,LDL,2020,7/19/2020 9:25,1,0,Blue,optical spectrum E-sports,1561,0,7,15,40721,50633,V5 87
6437-8439,LDL,2020,7/19/2020 9:25,1,0,Red,V5 87,1561,1,15,7,50633,40721,optical spectrum E-sports
ESPORTSTMNT03/1415803,LCK,2020,7/19/2020 9:45,3,0,Blue,SeolHaeOne Prince,2239,0,5,16,63024,69246,Hanwha Life Esports
ESPORTSTMNT03/1415803,LCK,2020,7/19/2020 9:45,3,0,Red,Hanwha Life Esports,2239,1,16,5,69246,63024,SeolHaeOne Prince
ESPORTSTMNT03/1415804,VCS,2020,7/19/2020 9:46,1,0,Blue,OverPower Esports,1636,0,7,19,44742,52276,Saigon Buffalo
ESPORTSTMNT03/1415804,VCS,2020,7/19/2020 9:46,1,0,Red,Saigon Buffalo,1636,1,19,7,52276,44742,OverPower Esports
ESPORTSTMNT01/1422229,PCS,2020,7/19/2020 9:52,1,0,Blue,J Team,2591,0,20,17,74535,75032,ahq eSports Club
ESPORTSTMNT01/1422229,PCS,2020,7/19/2020 9:52,1,0,Red,ahq eSports Club,2591,1,17,20,75032,74535,J Team
6614-8441,LPL,2020,7/19/2020 10:07,2,0,Blue,Top Esports,3251,1,25,29,97551,96684,Vici Gaming
6614-8441,LPL,2020,7/19/2020 10:07,2,0,Red,Vici Gaming,3251,0,29,25,96684,97551,Top Esports
6437-8440,LDL,2020,7/19/2020 10:14,2,0,Blue,optical spectrum E-sports,1742,0,4,14,46274,57807,V5 87
6437-8440,LDL,2020,7/19/2020 10:14,2,0,Red,V5 87,1742,1,14,4,57807,46274,optical spectrum E-sports
ESPORTSTMNT04/1240224,TCL,2020,7/19/2020 10:28,1,0,Blue,SuperMassive Esports,1663,0,9,10,47056,49907,Galakticos
ESPORTSTMNT04/1240224,TCL,2020,7/19/2020 10:28,1,0,Red,Galakticos,1663,1,10,9,49907,47056,SuperMassive Esports
6436-8443,LDL,2020,7/19/2020 10:29,1,0,Blue,Young Miracles,1563,1,26,6,57494,40126,Victorious Gaming
6436-8443,LDL,2020,7/19/2020 10:29,1,0,Red,Victorious Gaming,1563,0,6,26,40126,57494,Young Miracles
ESPORTSTMNT03/1415806,LCK,2020,7/19/2020 10:46,1,0,Blue,Team Dynamics,1819,0,7,21,47445,60720,DRX
ESPORTSTMNT03/1415806,LCK,2020,7/19/2020 10:46,1,0,Red,DRX,1819,1,21,7,60720,47445,Team Dynamics
ESPORTSTMNT01/1432245,PCS,2020,7/19/2020 11:08,1,0,Blue,Berjaya Dragons,2196,1,15,10,67955,60367,Alpha Esports
ESPORTSTMNT01/1432245,PCS,2020,7/19/2020 11:08,1,0,Red,Alpha Esports,2196,0,10,15,60367,67955,Berjaya Dragons
ESPORTSTMNT03/1415812,VCS,2020,7/19/2020 11:12,2,0,Blue,Saigon Buffalo,1736,1,20,14,57561,49425,OverPower Esports
ESPORTSTMNT03/1415812,VCS,2020,7/19/2020 11:12,2,0,Red,OverPower Esports,1736,0,14,20,49425,57561,Saigon Buffalo
6436-8444,LDL,2020,7/19/2020 11:24,2,0,Blue,Victorious Gaming,2077,0,14,15,58300,67953,Young Miracles
6436-8444,LDL,2020,7/19/2020 11:24,2,0,Red,Young Miracles,2077,1,15,14,67953,58300,Victorious Gaming
ESPORTSTMNT04/1250244,TCL,2020,7/19/2020 11:27,1,0,Blue,İstanbul Wildcats,1989,1,21,11,61013,53114,Dark Passage
ESPORTSTMNT04/1250244,TCL,2020,7/19/2020 11:27,1,0,Red,Dark Passage,1989,0,11,21,53114,61013,İstanbul Wildcats
6615-8442,LPL,2020,7/19/2020 11:33,1,0,Blue,JD Gaming,1772,1,14,8,57052,47457,FunPlus Phoenix
6615-8442,LPL,2020,7/19/2020 11:33,1,0,Red,FunPlus Phoenix,1772,0,8,14,47457,57052,JD Gaming
ESPORTSTMNT03/1415817,VCS,2020,7/19/2020 12:11,1,0,Blue,Percent Esports,1670,0,3,15,44795,53299,Team Flash
ESPORTSTMNT03/1415817,VCS,2020,7/19/2020 12:11,1,0,Red,Team Flash,1670,1,15,3,53299,44795,Percent Esports
ESPORTSTMNT01/1422264,PCS,2020,7/19/2020 12:15,1,0,Blue,Machi Esports,1646,1,13,1,53061,40979,Resurgence
ESPORTSTMNT01/1422264,PCS,2020,7/19/2020 12:15,1,0,Red,Resurgence,1646,0,1,13,40979,53061,Machi Esports
6615-8445,LPL,2020,7/19/2020 12:21,2,0,Blue,FunPlus Phoenix,1782,0,9,23,45057,62373,JD Gaming
6615-8445,LPL,2020,7/19/2020 12:21,2,0,Red,JD Gaming,1782,1,23,9,62373,45057,FunPlus Phoenix
ESPORTSTMNT01/1432262,HM,2020,7/19/2020 12:21,1,0,Blue,SINNERS Esports,1433,1,16,2,47137,35141,BRUTE
ESPORTSTMNT01/1432262,HM,2020,7/19/2020 12:21,1,0,Red,BRUTE,1433,0,2,16,35141,47137,SINNERS Esports
ESPORTSTMNT03/1415826,LCK,2020,7/19/2020 12:23,2,0,Blue,DRX,1676,1,17,3,58916,42237,Team Dynamics
ESPORTSTMNT03/1415826,LCK,2020,7/19/2020 12:23,2,0,Red,Team Dynamics,1676,0,3,17,42237,58916,DRX
ESPORTSTMNT04/1250246,TCL,2020,7/19/2020 12:25,1,0,Blue,Galatasaray Esports,1747,1,14,4,55923,45668,Beşiktaş Esports
ESPORTSTMNT04/1250246,TCL,2020,7/19/2020 12:25,1,0,Red,Beşiktaş Esports,1747,0,4,14,45668,55923,Galatasaray Esports
ESPORTSTMNT03/1415828,VCS,2020,7/19/2020 13:12,2,0,Blue,Team Flash,1860,0,6,18,49192,62067,Percent Esports
ESPORTSTMNT03/1415828,VCS,2020,7/19/2020 13:12,2,0,Red,Percent Esports,1860,1,18,6,62067,49192,Team Flash
ESPORTSTMNT01/1422310,PCS,2020,7/19/2020 13:14,1,0,Blue,Liyab Esports,1830,0,4,9,47198,56456,Nova Esports
ESPORTSTMNT01/1422310,PCS,2020,7/19/2020 13:14,1,0,Red,Nova Esports,1830,1,9,4,56456,47198,Liyab Esports
ESPORTSTMNT04/1250247,TCL,2020,7/19/2020 13:20,1,0,Blue,5 Ronin,1760,1,23,8,60148,44470,1907 Fenerbahçe Esports
ESPORTSTMNT04/1250247,TCL,2020,7/19/2020 13:20,1,0,Red,1907 Fenerbahçe Esports,1760,0,8,23,44470,60148,5 Ronin
ESPORTSTMNT01/1432318,HM,2020,7/19/2020 13:32,1,0,Blue,Vikingekrig Esports,1852,0,6,20,45433,64271,Team Sampi
ESPORTSTMNT01/1432318,HM,2020,7/19/2020 13:32,1,0,Red,Team Sampi,1852,1,20,6,64271,45433,Vikingekrig Esports
ESPORTSTMNT01/1422319,LPLOL,2020,7/19/2020 13:44,1,1,Blue,Boavista FC,1983,1,21,11,62405,51605,OFFSET Esports
ESPORTSTMNT01/1422319,LPLOL,2020,7/19/2020 13:44,1,1,Red,OFFSET Esports,1983,0,11,21,51605,62405,Boavista FC
ESPORTSTMNT04/1240231,TCL,2020,7/19/2020 14:12,1,0,Blue,Royal Youth,2291,0,15,23,64760,73449,Team AURORA
ESPORTSTMNT04/1240231,TCL,2020,7/19/2020 14:12,1,0,Red,Team AURORA,2291,1,23,15,73449,64760,Royal Youth
ESPORTSTMNT03/1415830,VCS,2020,7/19/2020 14:25,3,0,Blue,Percent Esports,2072,0,6,15,55536,64548,Team Flash
ESPORTSTMNT03/1415830,VCS,2020,7/19/2020 14:25,3,0,Red,Team Flash,2072,1,15,6,64548,55536,Percent Esports
ESPORTSTMNT01/1422356,PCS,2020,7/19/2020 14:36,1,0,Blue,Resurgence,2097,0,8,15,57647,63190,Hong Kong Attitude
ESPORTSTMNT01/1422356,PCS,2020,7/19/2020 14:36,1,0,Red,Hong Kong Attitude,2097,1,15,8,63190,57647,Resurgence
ESPORTSTMNT01/1422358,LPLOL,2020,7/19/2020 14:43,2,1,Blue,OFFSET Esports,1790,1,16,5,53505,47202,Boavista FC
ESPORTSTMNT01/1422358,LPLOL,2020,7/19/2020 14:43,2,1,Red,Boavista FC,1790,0,5,16,47202,53505,OFFSET Esports
ESPORTSTMNT01/1432354,CBLOL,2020,7/19/2020 14:56,1,0,Blue,Vivo Keyd,2104,0,15,23,63277,64848,FURIA Esports
ESPORTSTMNT01/1432354,CBLOL,2020,7/19/2020 14:56,1,0,Red,FURIA Esports,2104,1,23,15,64848,63277,Vivo Keyd
